Word_count.txt:
359 428 535 1617 2848
pillsburi 0 4 0 1 12
vernon 0 1 0 1 0
mcminimi 0 3 0 0 0
manner 0 1 3 4 0
cyrpu 0 1 0 0 0
brace 0 1 1 18 1
edit 0 1 0 5 1
dryland 0 1 0 0 0
meixian 0 1 0 0 0
shaanxi 0 1 0 0 0
gansu 0 1 0 0 0
preclud 0 1 1 2 2
entri 0 2 2 5 1
grace 0 2 0 10 0
humid 0 3 0 1 0
hectolitr 0 1 0 0 0
76 0 1 1 3 27
awb 0 21 0 0 0
breakeven 0 2 0 1 5
gmp 0 2 0 0 1
kernel 0 6 0 0 0
consciou 0 1 0 1 1
competitor 0 2 2 16 9
segreg 0 1 0 0 0
uniform 0 1 1 2 0
imped 0 2 0 1 0
essenti 0 4 4 3 4
nearest 0 1 1 0 0
irrespect 0 1 0 0 0
nsw 0 2 0 0 0
brisban 0 1 0 1 1
newcastl 0 1 0 0 0
geelong 0 1 0 0 0
rail 0 1 0 3 2
impedi 0 1 0 0 0
appendix 0 1 0 0 0
cartier 0 1 0 0 0
quebec 0 1 0 3 5
unoffici 0 3 2 1 0
fnv 0 5 0 0 0
stalem 0 1 0 0 0
lankan 0 1 0 0 0
colombo 0 1 0 0 0
1330 0 1 0 0 0
izvestia 0 3 0 0 0
reseed 0 5 0 0 0
232 0 2 0 0 2
winterkil 0 16 0 0 0
sudden 0 1 4 1 2
byelorussia 0 1 0 0 0
treat 0 1 0 4 5
volkmer 0 1 0 0 0
oppon 0 1 1 0 1
inelig 0 1 1 0 0
comod 0 1 0 0 0
nebraska 0 1 0 0 0
fiber 0 2 0 0 10
987 0 1 0 0 0
holland 0 1 0 4 7
czechoslovakia 0 3 0 0 0
cuba 0 1 0 0 0
bulgaria 0 1 0 0 0
canari 0 2 0 0 0
corea 0 1 0 0 0
panamanian 0 2 0 3 0
juvena 0 2 0 0 0
tartou 0 2 0 0 0
breakwat 0 1 0 12 0
transmit 0 2 0 0 0
krenzler 0 5 0 0 0
accu 0 3 0 0 0
mohler 0 2 0 0 0
fahrenheit 0 2 0 0 0
stall 0 1 0 0 0
boot 0 2 0 5 0
southwestern 0 2 0 2 12
panhandl 0 2 0 0 0
underst 0 1 1 0 0
2100 0 2 0 0 0
profession 0 1 0 7 6
gambl 0 1 0 0 1
twice 0 2 5 8 3
concept 0 2 5 3 3
hurdl 0 1 0 2 0
abnorm 0 1 0 0 1
guangxi 0 3 0 0 0
diseas 0 4 0 2 0
pest 0 5 0 0 0
hydroelectr 0 1 0 1 1
manoeuvr 0 1 1 0 0
forest 0 2 0 11 3
pasturag 0 1 0 0 0
egg 0 2 2 2 6
roughag 0 1 0 0 0
sole 0 1 2 5 0
amarillo 0 2 0 0 0
orient 0 2 6 2 4
chasten 0 1 0 0 0
itc 0 3 0 0 0
overstimul 0 1 0 0 0
undermin 0 2 12 2 0
shun 0 1 0 0 1
generalis 0 1 0 0 0
cocoa 0 6 0 0 0
icco 0 1 0 0 0
bsm 0 2 0 0 0
stipul 0 1 4 3 2
inra 0 3 0 0 0
wrangl 0 1 0 0 0
ico 0 2 0 0 0
exemplifi 0 1 0 1 0
analys 0 1 1 0 0
teeth 0 1 2 0 0
sheer 0 1 1 1 0
milit 0 1 0 0 0
focu 0 3 7 12 4
zinc 0 1 0 4 2
ratifi 0 1 0 1 0
kuala 0 2 0 0 0
lumpur 0 2 0 0 0
ica 0 1 2 2 1
unrealist 0 1 4 0 0
mechan 0 1 4 2 4
merit 0 1 0 4 0
lim 0 1 0 0 0
keng 0 1 0 0 0
yaik 0 1 0 0 0
atpc 0 2 0 0 0
baron 0 2 0 0 0
sceptic 0 1 10 0 0
instrument 0 1 15 17 10
stringent 0 1 2 0 1
intellectu 0 1 0 0 0
honesti 0 1 0 1 0
transpar 0 1 0 0 0
dictat 0 1 1 0 1
mochtar 0 1 0 0 0
kusumaatmadja 0 1 0 0 0
faith 0 1 0 6 0
nicaraguan 0 1 0 0 0
martinez 0 2 0 0 0
cuenca 0 2 0 0 0
sebastiao 0 1 0 0 0
rego 0 1 0 1 0
barro 0 1 0 0 0
practis 0 1 2 0 1
unctad 0 1 0 0 0
graham 0 1 0 0 1
shanley 0 1 0 0 0
leixo 0 2 0 0 0
hss 0 4 0 0 0
azor 0 1 0 0 0
shex 0 1 0 0 0
seaforth 0 1 0 0 0
adriat 0 1 0 0 0
fishmeal 0 1 0 0 0
ph 0 1 0 2 0
probe 0 3 1 11 0
expedit 0 1 0 3 0
non 0 1 0 1 1
bind 0 1 1 7 1
stagnat 0 1 1 0 2
copra 0 1 0 0 0
outbreak 0 2 0 0 0
wereng 0 2 0 0 0
hopper 0 1 0 0 0
insecticid 0 1 0 0 0
plywood 0 1 0 0 1
crush 0 1 0 1 0
amalgam 0 2 0 5 6
lpfa 0 1 0 0 0
lmfe 0 1 0 0 0
soya 0 2 0 1 0
somfa 0 1 0 0 0
timet 0 1 0 3 0
englebright 0 1 0 0 0
macki 0 1 0 0 0
rie 0 3 0 0 0
elmer 0 1 0 0 0
kang 0 1 0 0 0
husbandri 0 2 0 0 0
denatur 0 2 0 0 0
anglia 0 2 0 0 0
125 0 4 0 8 10
circumv 0 1 0 0 0
rupe 0 7 0 0 1
yala 0 2 0 0 0
lentil 0 1 0 0 0
maha 0 2 0 0 0
127 0 1 0 0 1
impair 0 3 0 0 2
fuell 0 1 0 0 0
1951 0 1 0 0 0
monsoon 0 1 0 0 0
kurunegala 0 1 0 0 0
myer 0 5 0 16 2
porter 0 1 0 2 0
whichev 0 1 0 0 0
flight 0 1 1 7 8
xu 0 3 0 0 0
fengbang 0 1 0 0 0
edg 0 1 5 3 3
sum 0 1 1 18 3
dilemma 0 1 2 0 0
richer 0 1 0 0 0
seventh 0 1 0 1 0
countrysid 0 1 0 0 0
gobbl 0 1 0 1 0
peasant 0 3 0 0 0
abus 0 1 1 3 1
unlaw 0 1 0 1 0
eat 0 3 3 0 1
bonus 0 9 0 0 4
simplest 0 1 0 0 0
chen 0 1 0 0 0
zuyuan 0 1 0 0 0
selfish 0 1 0 0 0
grave 0 1 0 0 0
ancestor 0 1 0 0 0
halfway 0 1 0 0 0
anxieti 0 1 0 0 0
reassur 0 1 1 0 1
kampuchea 0 4 0 0 0
spk 0 2 0 0 0
infest 0 4 0 0 0
toler 0 1 8 1 0
gram 0 2 0 0 0
infestatt 0 1 0 0 0
shaki 0 1 0 0 0
faulti 0 1 0 0 0
endur 0 1 0 0 0
dim 0 2 0 5 0
standpoint 0 1 0 0 0
rese 0 1 0 0 0
snowcov 0 3 0 0 0
dryness 0 3 0 0 0
correl 0 1 0 1 0
mediocr 0 1 0 0 0
melt 0 2 0 0 0
candor 0 1 0 0 0
fluke 0 1 0 0 0
perfect 0 1 0 1 0
brunthav 0 2 0 0 0
thereaft 0 1 0 3 2
label 0 1 0 7 0
belgrad 0 5 0 0 0
associaiton 0 1 0 0 0
stormi 0 1 0 0 0
snowstorm 0 1 0 1 1
windi 0 1 0 0 0
snowi 0 1 0 0 0
renounc 0 1 0 0 0
retend 0 3 0 0 0
paic 0 4 0 0 0
downgrad 0 1 0 6 1
unfavor 0 1 0 0 2
subotica 0 1 0 0 0
unseason 0 1 0 0 0
cast 0 1 5 5 1
leaf 0 1 0 5 0
root 0 2 1 0 0
underpin 0 2 2 0 1
erodobl 0 1 0 0 0
shall 0 1 0 6 0
5c 0 1 0 0 0
133 0 1 0 0 4
rounnd 0 1 0 0 0
incomprehens 0 1 0 0 0
cave 0 1 0 0 0
protection 0 1 12 1 0
darwin 0 1 0 1 0
stolt 0 1 0 0 0
bordeaux 0 1 0 0 0
sete 0 1 0 0 0
sumari 0 1 0 0 0
england 0 1 139 16 9
usuaual 0 1 0 0 0
pakistan 0 8 0 0 0
underwati 0 1 0 0 0
beginn 0 1 0 1 0
reproduct 0 2 0 0 0
philippin 0 2 4 31 3
luzon 0 1 0 0 0
mindanao 0 1 0 0 0
dot 0 1 0 32 0
cnsecut 0 1 0 0 0
moroccan 0 1 0 0 0
teh 0 1 0 0 0
vietnam 0 4 0 0 0
extensif 0 1 0 0 0
veal 0 1 0 0 0
wine 0 1 0 4 1
vinegrow 0 1 0 0 0
pension 0 1 5 7 38
age 0 1 0 1 4
heir 0 1 0 2 0
cofac 0 1 0 0 0
unpublish 0 2 0 0 0
increa 0 1 0 1 0
dominican 0 2 0 0 0
panama 0 1 0 1 0
29 0 4 1 21 100
berlin 0 2 1 1 7
heav 0 1 0 0 0
thaw 0 1 0 0 0
harrow 0 1 0 0 0
agpm 0 4 0 0 0
consign 0 1 0 0 0
solidli 0 1 0 0 0
pieter 0 2 0 0 0
der 0 5 0 0 0
vorm 0 5 0 0 0
europoort 0 2 0 0 0
unload 0 1 0 0 1
bert 0 2 0 0 1
duim 0 2 0 0 0
bacteria 0 1 0 0 0
pesticid 0 1 0 1 0
harmoni 0 4 0 0 0
jacqu 0 1 3 4 2
rancor 0 1 0 0 0
fade 0 1 1 0 0
terror 0 2 0 0 1
chirac 0 1 4 4 0
terrorist 0 1 0 1 1
overfli 0 1 0 0 0
circuit 0 1 0 15 9
pleas 0 3 2 6 2
hissen 0 1 0 0 0
habr 0 1 0 0 0
chad 0 2 0 0 0
train 0 1 1 3 2
score 0 1 1 0 0
irrit 0 1 0 0 0
evil 0 1 0 0 0
init 0 1 0 0 0
honor 0 2 0 2 0
stir 0 1 0 0 0
capitalist 0 1 0 0 0
evolv 0 1 0 1 1
frenet 0 1 0 0 0
zimbabw 0 3 4 2 0
gmb 0 2 0 0 0
veg 0 1 0 0 0
123 0 2 0 0 0
liverpool 0 2 0 0 0
picardi 0 1 0 0 0
breed 0 1 0 1 0
amsol 0 1 0 0 0
garnac 0 1 0 0 0
guanghdong 0 1 0 0 0
inund 0 1 0 0 0
wash 0 1 0 1 1
replant 0 1 0 0 0
unsurpass 0 1 0 0 0
sixti 0 1 0 0 0
plummet 0 1 0 0 0
59 0 2 0 4 17
tumbl 0 1 2 0 1
budg 0 1 2 0 0
1932 0 1 0 0 0
113 0 1 0 0 1
dept 0 1 6 2 2
walli 0 1 0 0 0
hamper 0 1 5 3 2
quesstim 0 1 0 0 0
acit 0 1 0 0 0
drag 0 1 0 1 1
warmli 0 1 0 0 0
tim 0 1 0 0 1
penni 0 1 0 5 1
dorgan 0 2 0 0 0
accumul 0 1 1 14 8
zambia 0 3 16 0 0
kingsley 0 1 0 0 0
chinkuli 0 2 0 0 0
maribor 0 1 0 0 0
shorter 0 1 1 0 0
redund 0 1 0 1 1
stevedor 0 1 0 0 1
bounti 0 1 0 0 1
ethiopia 0 6 1 0 0
famin 0 1 0 0 0
awek 0 2 0 0 0
aynalem 0 1 0 0 0
belg 0 2 0 0 3
wello 0 1 0 0 0
tigr 0 1 0 0 0
harargh 0 1 0 0 0
avaiabl 0 1 0 0 0
kcbt 0 6 0 0 0
disadvantag 0 1 2 0 1
braud 0 1 0 0 0
intermarket 0 1 0 0 0
someon 0 1 0 10 2
anyon 0 2 0 2 0
glen 0 1 0 0 1
hofer 0 3 0 0 0
unrespons 0 1 0 0 0
noncommitt 0 1 0 0 0
frustrat 0 1 6 0 0
puzzl 0 1 0 1 0
recept 0 1 1 2 1
remind 0 2 3 1 0
phone 0 1 0 2 5
donat 0 5 0 2 0
melcher 0 2 0 0 0
seneg 0 1 0 0 0
costa 0 1 1 2 0
rica 0 1 0 0 0
fa 0 3 0 1 0
790 0 1 0 0 1
cairo 0 2 0 1 1
fao 0 3 0 0 0
victim 0 2 0 0 0
wollo 0 1 0 0 0
illubabor 0 1 0 0 0
malawi 0 1 0 0 0
mozambiqu 0 1 0 0 0
cyclon 0 1 0 0 0
vanuatu 0 1 0 0 0
fought 0 1 1 4 1
mat 0 1 0 0 0
vigor 0 1 1 6 1
repetit 0 1 0 0 0
baulk 0 1 0 0 0
element 0 1 3 1 2
foregon 0 1 0 0 0
blast 0 1 0 0 0
mike 0 1 0 2 0
farrmer 0 1 0 0 0
cleari 0 1 0 0 0
agrument 0 1 0 0 0
515 0 1 0 0 1
complianc 0 1 0 2 1
het 0 7 0 0 0
comit 0 7 0 0 0
oral 0 1 2 0 0
polish 0 2 0 0 0
teresa 0 1 0 0 0
tomaszewska 0 1 0 0 0
layer 0 1 0 0 0
young 0 1 0 6 1
alfr 0 1 1 5 1
toepfer 0 1 0 0 0
mitsubishi 0 1 2 9 6
richco 0 1 0 0 0
condemn 0 1 0 0 2
yang 0 2 0 0 0
jike 0 1 0 0 0
flax 0 1 0 0 0
mildew 0 1 0 0 0
rot 0 3 0 0 0
granari 0 1 0 0 0
eaten 0 1 0 0 1
rat 0 1 0 0 0
trifl 0 1 0 0 0
zhang 0 1 0 0 0
yan 0 1 0 0 0
tian 0 2 4 0 0
jiyun 0 1 1 0 0
jess 0 1 0 0 0
helm 0 1 0 3 2
harsh 0 1 0 0 0
increment 0 1 0 2 0
prefix 0 2 0 0 0
droit 0 1 0 0 0
austria 0 2 1 3 2
lichtenstein 0 2 0 0 0
141 0 1 0 0 1
melilla 0 1 0 0 0
restitut 0 1 0 0 0
plow 0 1 0 1 0
seventeen 0 1 0 0 0
cheapest 0 1 1 0 0
quan 0 1 0 0 0
doi 0 1 0 0 0
nhan 0 1 0 0 0
soldier 0 1 0 0 0
asssess 0 1 0 0 0
245 0 1 1 1 0
provisiion 0 1 0 0 0
keith 0 1 1 0 0
collin 0 5 0 5 0
ildl 0 1 0 0 0
cicumst 0 1 0 0 0
admit 0 1 1 0 0
spurt 0 1 0 0 0
perceiv 0 1 5 1 0
lambert 0 1 0 17 10
loewi 0 2 0 0 0
katharina 0 1 0 0 0
zimmer 0 2 0 1 0
merril 0 2 6 28 4
lynch 0 2 6 33 3
romania 0 2 0 0 0
spotti 0 1 0 0 0
scant 0 1 0 0 0
flurri 0 1 0 2 0
markup 0 1 0 0 0
till 0 1 0 0 1
nut 0 1 0 0 0
bolt 0 1 0 3 0
mayer 0 2 0 0 0
paso 0 1 0 0 0
libr 0 1 0 0 0
damp 0 1 0 0 0
dimish 0 1 0 0 0
overcast 0 1 0 0 0
sunlight 0 1 0 0 0
tactic 0 3 1 6 0
preempt 0 1 0 1 0
quarantin 0 1 0 0 0
ourselv 0 1 4 2 2
sincer 0 1 0 0 0
crusher 0 1 0 0 0
rbd 0 2 0 1 0
olein 0 1 0 0 0
wehat 0 1 0 0 0
flaxse 0 1 0 0 0
tonen 0 1 0 0 0
imprt 0 1 0 0 0
sartaj 0 1 0 0 0
aziz 0 8 0 0 0
pakistani 0 4 0 0 0
abolit 0 1 0 0 0
ration 0 3 4 1 3
unlimit 0 1 1 1 0
card 0 1 2 11 7
cheapli 0 1 0 0 0
divert 0 1 0 0 0
illicitli 0 1 0 0 0
karachi 0 1 0 0 0
bran 0 1 0 0 0
134 0 1 0 0 5
interag 0 3 0 1 0
consumm 0 1 0 13 0
nudg 0 1 0 0 1
factual 0 1 0 0 1
disarray 0 1 0 0 0
touch 0 1 5 0 3
mulford 0 0 27 0 0
rigid 0 0 1 1 0
accordingli 0 0 2 3 2
counterproduct 0 0 5 0 0
149 0 0 13 0 2
437 0 0 2 0 1
461 0 0 1 0 0
315 0 0 1 0 0
publicis 0 0 1 0 0
credibl 0 0 8 3 1
misinterpret 0 0 1 0 0
poehl 0 0 27 0 0
bundesbank 0 0 133 0 0
karl 0 0 6 0 0
otto 0 0 7 0 0
symposium 0 0 4 0 0
duesseldorf 0 0 4 0 0
deutsch 0 0 6 13 15
pointer 0 0 1 0 0
revalu 0 0 14 3 5
lombard 0 0 7 1 0
emphasis 0 0 1 0 2
summit 0 0 8 6 2
accommod 0 0 2 0 1
stanc 0 0 10 1 0
respark 0 0 1 0 0
yu 0 0 5 0 0
53 0 0 3 7 48
650 0 0 2 2 7
outflow 0 0 19 0 0
kiichi 0 0 28 0 0
miyazawa 0 0 78 0 0
satisfactori 0 0 6 15 25
destabil 0 0 3 0 0
gnp 0 0 12 0 2
fortun 0 0 5 14 0
inflow 0 0 17 0 0
volcker 0 0 40 0 0
reappoint 0 0 1 0 0
belgian 0 0 10 11 3
394 0 0 1 0 0
subscript 0 0 4 1 2
swap 0 0 48 5 2
guidelin 0 0 8 1 5
exposur 0 0 7 3 14
simplic 0 0 1 0 0
martha 0 0 2 2 0
seger 0 0 2 0 0
repurchas 0 0 116 19 19
nicol 0 0 2 0 0
nza 0 0 1 0 1
buttros 0 0 3 0 0
rememb 0 0 2 0 1
anz 0 0 1 0 0
midsess 0 0 3 0 0
detract 0 0 1 0 0
roach 0 0 2 10 0
ca 0 0 4 7 3
wyss 0 0 3 0 0
sullivan 0 0 1 5 2
reynold 0 0 1 28 10
subdu 0 0 3 0 0
possibilti 0 0 2 0 0
workweek 0 0 2 0 0
automobil 0 0 1 4 4
electron 0 0 3 53 43
brusca 0 0 2 0 0
nikko 0 0 5 0 0
auto 0 0 2 17 5
inordin 0 0 2 0 0
steve 0 0 1 0 0
slifer 0 0 2 0 0
silfer 0 0 1 0 0
166 0 0 1 1 2
213 0 0 1 0 2
instabl 0 0 7 0 1
sumita 0 0 78 0 0
satoshi 0 0 18 0 0
stave 0 0 2 0 0
442 0 0 2 0 0
429 0 0 1 0 0
resal 0 0 14 2 0
frankfurt 0 0 6 1 2
leo 0 0 3 0 1
melam 0 0 7 0 0
cme 0 0 6 0 0
smithsonian 0 0 1 0 0
era 0 0 4 0 0
gyrat 0 0 1 0 0
salutari 0 0 1 0 0
witch 0 0 1 0 0
dual 0 0 1 0 0
marketplac 0 0 2 2 2
dellsher 0 0 1 0 0
conced 0 0 3 1 2
brisk 0 0 1 0 0
greenbaum 0 0 2 0 0
disburs 0 0 2 0 0
nonfarm 0 0 1 0 0
lengthen 0 0 1 0 0
hourli 0 0 1 1 0
durabl 0 0 3 0 0
foreshadow 0 0 1 1 0
trap 0 0 1 0 0
quip 0 0 1 0 0
boltz 0 0 2 0 0
digit 0 0 1 8 4
comfort 0 0 3 3 4
ineffect 0 0 4 1 0
477 0 0 1 1 0
916 0 0 1 0 0
484 0 0 1 0 0
mere 0 0 2 1 3
hajim 0 0 2 1 0
tamura 0 0 2 2 0
echo 0 0 2 0 0
widepread 0 0 1 0 0
forg 0 0 2 1 1
chase 0 0 6 15 1
eckhart 0 0 1 0 0
hager 0 0 1 0 0
suddenli 0 0 4 0 0
unhappi 0 0 1 1 0
rift 0 0 1 0 0
citibank 0 0 4 3 1
loosen 0 0 1 0 0
hoar 0 0 2 2 3
govett 0 0 2 2 3
read 0 0 4 9 1
ortner 0 0 21 0 0
undervalu 0 0 19 5 2
dull 0 0 3 0 0
sidelin 0 0 4 0 0
clue 0 0 1 0 0
hectic 0 0 1 0 0
span 0 0 1 2 0
rein 0 0 5 0 1
rare 0 0 4 5 1
counteract 0 0 2 0 0
nikkeiren 0 0 4 0 0
businessman 0 0 2 8 0
bumpei 0 0 2 0 0
otsuki 0 0 8 0 0
cope 0 0 4 0 3
strive 0 0 2 0 0
shrank 0 0 3 0 1
147 0 0 4 0 6
shadow 0 0 4 0 0
koji 0 0 2 0 0
kidokoro 0 0 4 0 0
mitsui 0 0 2 13 0
hardli 0 0 5 0 0
haruya 0 0 2 0 0
uehara 0 0 2 0 0
lacklustr 0 0 2 0 0
inertia 0 0 3 0 4
hirozumi 0 0 2 0 0
tanaka 0 0 4 0 0
kangyo 0 0 4 0 0
slim 0 0 5 1 0
forex 0 0 4 0 0
cambist 0 0 3 0 0
abdullah 0 0 1 0 0
burgan 0 0 1 0 0
hani 0 0 1 0 0
ramadan 0 0 1 0 0
beirut 0 0 1 0 0
riyad 0 0 2 0 2
ezzedin 0 0 1 0 0
saidan 0 0 1 0 0
international 0 0 1 1 0
tuni 0 0 1 0 0
osman 0 0 1 0 0
bancair 0 0 1 0 3
liban 0 0 1 0 0
walid 0 0 1 0 0
nasouli 0 0 1 0 0
guaranti 0 0 7 7 3
ibrahim 0 0 2 0 0
buhindi 0 0 1 0 0
imad 0 0 1 0 0
bata 0 0 1 0 0
treasur 0 0 5 5 0
lebanes 0 0 9 1 0
meguerditch 0 0 1 0 0
bouldikian 0 0 3 0 0
twelv 0 0 1 0 4
meantim 0 0 1 0 1
928 0 0 1 0 2
267 0 0 1 0 2
378 0 0 1 0 0
dm 0 0 5 2 1
miti 0 0 12 2 0
unfavour 0 0 3 0 0
similiar 0 0 2 0 0
buoy 0 0 3 1 1
376 0 0 2 0 0
527 0 0 2 1 4
unreservedli 0 0 2 0 0
manhattan 0 0 3 21 4
wroblewski 0 0 4 0 0
motor 0 0 4 53 38
chri 0 0 4 1 0
aberr 0 0 2 0 0
expeditur 0 0 1 0 0
harwood 0 0 5 0 0
warburg 0 0 3 18 0
manufacturer 0 0 1 0 0
gilt 0 0 13 0 0
evapor 0 0 2 1 0
turnabout 0 0 2 1 0
marplan 0 0 1 0 0
neck 0 0 2 0 0
voter 0 0 2 0 0
indiffer 0 0 1 0 0
eonomist 0 0 1 0 0
dent 0 0 2 0 0
sensit 0 0 8 2 0
mortgag 0 0 2 22 45
avalanch 0 0 1 0 0
bloodbath 0 0 1 0 0
mirror 0 0 1 0 1
grit 0 0 2 0 0
reneg 0 0 4 0 0
misunderstand 0 0 4 0 0
maekawa 0 0 20 0 0
yasuhiro 0 0 7 1 0
nakason 0 0 23 2 0
haruo 0 0 2 0 0
friction 0 0 3 5 0
transform 0 0 6 0 5
lifestyl 0 0 3 5 3
vain 0 0 3 0 0
habit 0 0 3 0 0
prevar 0 0 2 0 0
abrog 0 0 2 0 0
cabl 0 0 5 87 18
wireless 0 0 2 26 1
annoy 0 0 2 0 0
staunch 0 0 3 0 0
eishiro 0 0 2 0 0
saito 0 0 6 0 0
keidanren 0 0 2 4 0
contradictori 0 0 2 0 0
alarm 0 0 2 1 0
heinrich 0 0 2 0 0
moltk 0 0 4 0 0
outward 0 0 3 0 0
inward 0 0 3 0 0
ingrain 0 0 2 0 0
herald 0 0 5 4 2
speedi 0 0 2 0 0
ray 0 0 2 0 3
pennock 0 0 2 0 0
caldwel 0 0 2 0 0
fast 0 0 6 9 7
spirit 0 0 4 4 1
signatur 0 0 2 4 0
nic 0 0 5 0 0
525 0 0 1 2 0
balnc 0 0 1 0 0
175 0 0 1 6 3
democraci 0 0 2 1 0
hermann 0 0 1 0 2
remsperg 0 0 2 0 0
bhf 0 0 1 0 0
massiv 0 0 9 0 1
robin 0 0 2 2 5
purs 0 0 1 2 0
louvr 0 0 3 0 0
plaza 0 0 22 4 1
broadli 0 0 17 1 2
em 0 0 58 2 0
irresist 0 0 1 0 0
usurp 0 0 2 0 0
godzilla 0 0 2 0 0
favourit 0 0 2 0 0
horror 0 0 2 0 0
endaka 0 0 4 0 0
monster 0 0 1 0 0
frighten 0 0 1 0 0
melon 0 0 1 0 0
taxi 0 0 1 0 0
ride 0 0 3 0 2
cheryl 0 0 1 0 0
richmond 0 0 2 3 0
teacher 0 0 2 0 0
chat 0 0 1 1 0
sunni 0 0 1 2 0
shinjuku 0 0 1 0 0
entertain 0 0 1 28 15
320 0 0 1 2 4
lunch 0 0 3 0 0
teishoku 0 0 1 0 0
soba 0 0 1 0 0
buckwheat 0 0 1 0 0
noodl 0 0 1 0 0
cutlet 0 0 1 0 0
pickl 0 0 1 0 0
miso 0 0 1 0 0
soup 0 0 1 0 1
sandwich 0 0 1 0 0
lucr 0 0 1 1 0
machin 0 0 1 10 7
ibm 0 0 1 1 15
tourist 0 0 3 0 2
sunnier 0 0 1 0 0
clime 0 0 1 0 0
visitor 0 0 2 0 1
chiefli 0 0 1 0 1
tourism 0 0 1 0 1
pamphlet 0 0 1 0 0
hotel 0 0 3 60 19
inn 0 0 1 9 3
sushi 0 0 1 0 0
bath 0 0 1 0 1
glimps 0 0 1 0 0
okubo 0 0 1 0 0
love 0 0 1 11 7
savvi 0 0 1 0 0
scott 0 0 1 11 14
unheat 0 0 1 0 0
flop 0 0 1 0 0
splurg 0 0 1 0 0
shakey 0 0 1 0 0
550 0 0 10 3 3
pizza 0 0 1 23 1
suit 0 0 4 51 21
coat 0 0 1 1 7
anthoni 0 0 1 2 2
solomon 0 0 6 4 0
propens 0 0 1 0 0
satisifi 0 0 1 1 0
tast 0 0 1 0 0
billon 0 0 2 0 0
imf 0 0 27 0 0
unip 0 0 1 0 0
kaunda 0 0 7 0 0
riot 0 0 1 0 0
quell 0 0 1 0 0
disturb 0 0 3 0 0
kwacha 0 0 14 0 0
remodel 0 0 1 1 1
auction 0 0 53 3 0
modif 0 0 1 2 0
slid 0 0 3 0 1
acquah 0 0 1 0 0
lusaka 0 0 1 0 0
loath 0 0 1 0 0
quantifi 0 0 2 1 3
carniv 0 0 5 0 0
festiv 0 0 3 0 0
clearer 0 0 3 0 0
quicken 0 0 2 0 0
ministi 0 0 1 0 0
chien 0 0 1 0 0
lu 0 0 1 0 0
professor 0 0 1 3 0
soochow 0 0 1 0 0
ko 0 0 1 5 0
reserveshelp 0 0 1 0 0
kombo 0 0 1 0 0
moyana 0 0 1 0 0
eysken 0 0 12 0 0
realign 0 0 11 0 1
pariti 0 0 6 0 1
converg 0 0 3 2 1
betwen 0 0 1 0 0
radic 0 0 3 2 3
reestablish 0 0 1 0 0
delor 0 0 2 4 0
dedramatis 0 0 2 0 0
bonn 0 0 10 1 0
gerhard 0 0 3 1 1
unenthusiast 0 0 1 0 0
acrimoni 0 0 1 0 0
zambian 0 0 3 0 0
reintroduc 0 0 3 0 0
leonard 0 0 1 4 2
chivuno 0 0 2 0 0
fluctat 0 0 1 0 0
plumb 0 0 2 0 0
moreov 0 0 7 1 1
165 0 0 2 2 4
sizeabl 0 0 6 1 3
inflationari 0 0 5 0 0
dispens 0 0 1 0 1
bak 0 0 1 0 0
expiri 0 0 1 0 0
commerzbank 0 0 2 10 7
seipp 0 0 8 0 8
tietmey 0 0 5 0 0
secret 0 0 6 4 0
sentenc 0 0 2 1 0
schlecht 0 0 3 0 0
bloc 0 0 2 0 0
remedi 0 0 1 4 2
heller 0 0 18 10 0
195 0 0 2 0 2
841 0 0 1 0 0
176 0 0 2 0 0
interim 0 0 6 5 20
repossess 0 0 1 0 0
646 0 0 2 0 0
bergsten 0 0 5 0 0
brook 0 0 1 11 2
paus 0 0 2 0 0
rimmer 0 0 1 0 0
vri 0 0 1 0 0
misalign 0 0 1 0 0
makin 0 0 1 0 0
689 0 0 3 0 0
347 0 0 3 0 3
207 0 0 1 0 1
unwind 0 0 2 0 1
542 0 0 1 0 0
957 0 0 1 0 0
wile 0 0 1 0 0
fierc 0 0 1 0 0
redirect 0 0 1 1 0
tadashi 0 0 2 0 0
kuranari 0 0 5 0 0
politician 0 0 3 0 0
discredit 0 0 1 0 0
155 0 0 3 1 6
unifi 0 0 3 0 0
115 0 0 3 2 1
impress 0 0 7 0 2
bsc 0 0 2 1 0
nucleu 0 0 1 0 0
taker 0 0 2 1 0
ncb 0 0 2 0 3
samba 0 0 2 0 2
sama 0 0 5 0 2
internationalis 0 0 3 0 0
undu 0 0 1 1 0
dinar 0 0 12 0 5
moot 0 0 1 0 0
rub 0 0 1 0 0
diverg 0 0 1 0 1
invari 0 0 1 0 0
bi 0 0 2 1 2
michel 0 0 3 1 1
camdessu 0 0 2 0 0
urgenc 0 0 1 0 0
tame 0 0 2 0 0
unruli 0 0 2 0 0
buri 0 0 2 0 0
hatchet 0 0 2 0 0
quarrel 0 0 2 0 0
toyko 0 0 2 0 0
fora 0 0 2 0 0
reassembl 0 0 2 0 0
stubbornli 0 0 2 0 0
ye 0 0 2 0 0
austrian 0 0 1 1 1
herbert 0 0 1 1 3
danzing 0 0 1 0 0
creditanstalt 0 0 1 1 3
girozentral 0 0 1 1 1
poorest 0 0 3 0 0
soften 0 0 3 0 1
piti 0 0 2 0 0
weep 0 0 1 0 0
0800 0 0 1 0 0
