Word_dict.txt:
71204 70516 93829 190959 193044
bcom.l 0 0 0 5 0
alex 0 0 0 3 2
avaq 0 0 0 5 0
hazard 0 0 0 4 1
unlist 0 0 0 4 1
national' 0 0 0 5 0
prudential-bach 0 0 0 3 2
shearson' 0 0 0 5 0
manila 0 0 0 5 0
corazon 0 0 0 5 0
aquino 0 0 0 5 0
ferdinand 0 0 0 5 0
centurion 0 0 0 5 0
dome' 0 0 0 3 2
piec 0 0 0 4 1
rite 0 0 0 4 1
milan 0 0 0 5 0
leaseway 0 0 0 3 2
interfirst 0 0 0 1 4
sheppard 0 0 0 4 1
asbestec 0 0 0 3 2
eduardo 0 0 0 5 0
gnb 0 0 0 5 0
sierra 0 0 0 1 4
parcel 0 0 0 5 0
division' 0 0 0 3 2
ariz 0 0 0 5 0
ta 0 0 0 1 4
albani 0 0 0 5 0
amp 0 0 0 4 1
hmo 0 0 0 3 2
wtd 0 0 0 3 2
bois 0 0 0 5 0
intercontinent 0 0 0 5 0
ps 0 0 0 4 1
mhc 0 0 0 3 2
waterman 0 0 0 5 0
door-to 0 0 0 5 0
iml 0 0 0 5 0
ben 0 0 0 1 4
barker 0 0 0 5 0
aci 0 0 0 4 1
clg 0 0 0 3 2
automak 0 0 0 3 2
ericsson 0 0 0 5 0
pensacola 0 0 0 5 0
vancouv 0 0 0 2 3
idc 0 0 0 5 0
cominco 0 0 0 3 2
gwf 0 0 0 5 0
refriger 0 0 0 3 2
luckey 0 0 0 1 4
uaw 0 0 0 5 0
bramalea 0 0 0 3 2
sea-land 0 0 0 3 2
mln-dlr 0 0 0 5 0
pittsburgh 0 0 0 3 2
krung 0 0 0 5 0
hambrecht 0 0 0 5 0
scrip 0 0 0 2 3
willcox 0 0 0 3 2
gibb 0 0 0 2 3
goodwood 0 0 0 5 0
petrosur 0 0 0 5 0
greas 0 0 0 4 1
telephoniqu 0 0 0 5 0
pglo.a 0 0 0 5 0
gandalf 0 0 0 5 0
morrison 0 0 0 2 3
subpoena 0 0 0 5 0
sword 0 0 0 5 0
trilog 0 0 0 5 0
csra. 0 0 0 5 0
mrc 0 0 0 1 4
propan 0 0 0 5 0
lyle 0 0 0 5 0
berisford 0 0 0 4 1
financier 0 0 0 3 2
cyanamid 0 0 0 3 2
carpet 0 0 0 3 2
eli 0 0 0 5 0
chip 0 0 0 4 1
groceri 0 0 0 3 2
proportion 0 0 0 1 4
astra 0 0 0 5 0
bv 0 0 0 5 0
pollut 0 0 0 1 4
fermenta 0 0 0 5 0
overdu 0 0 0 1 4
unproduct 0 0 0 4 1
dumez 0 0 0 5 0
mlx 0 0 0 4 1
cpc' 0 0 0 5 0
com 0 0 0 1 4
seizer 0 0 0 5 0
parsow 0 0 0 5 0
indemnifi 0 0 0 3 2
centerr 0 0 0 5 0
gordon 0 0 0 5 0
mcandrew 0 0 0 5 0
baa 0 0 0 5 0
portsmouth 0 0 0 5 0
ropak 0 0 0 4 1
penobscot 0 0 0 4 1
benetton 0 0 0 5 0
tricil 0 0 0 3 2
skanska 0 0 0 5 0
asea 0 0 0 2 3
killearn 0 0 0 4 1
marriott 0 0 0 5 0
moni 0 0 0 4 1
shirt 0 0 0 5 0
robertson 0 0 0 5 0
centel 0 0 0 1 4
ffmc 0 0 0 4 1
diablo 0 0 0 3 2
fibergla 0 0 0 5 0
prat 0 0 0 5 0
naturalit 0 0 0 5 0
mccormack 0 0 0 5 0
fe' 0 0 0 5 0
reconsider 0 0 0 5 0
row' 0 0 0 5 0
seax 0 0 0 5 0
amsouth 0 0 0 5 0
mickelberri 0 0 0 3 2
winthrop 0 0 0 3 2
knowlton 0 0 0 5 0
kirnan 0 0 0 1 4
refractori 0 0 0 4 1
weiss 0 0 0 1 4
tampa 0 0 0 5 0
wca 0 0 0 5 0
take-ov 0 0 0 2 3
vernell' 0 0 0 5 0
gel 0 0 0 3 2
billion-dlr 0 0 0 4 1
hex 0 0 0 1 4
copi 0 0 0 4 1
memotec 0 0 0 4 1
teleglob 0 0 0 5 0
mich 0 0 0 3 2
vertex 0 0 0 4 1
acm 0 0 0 5 0
dorsey 0 0 0 5 0
lessor 0 0 0 3 2
plant' 0 0 0 1 4
knoll 0 0 0 5 0
csr' 0 0 0 5 0
tandi 0 0 0 2 3
insituform 0 0 0 4 1
mcgill 0 0 0 5 0
right' 0 0 0 2 3
apt 0 0 0 5 0
sat 0 0 0 5 0
lm 0 0 0 3 2
unwant 0 0 0 5 0
cronu 0 0 0 4 1
horn 0 0 0 3 2
biscuit 0 0 0 1 4
pagex 0 0 0 5 0
mcfarland 0 0 0 5 0
petrominer 0 0 0 5 0
emerson 0 0 0 2 3
regent 0 0 0 5 0
unitel 0 0 0 5 0
csp 0 0 0 2 3
underwood 0 0 0 4 1
exco 0 0 0 5 0
phh 0 0 0 3 2
ech 0 0 0 2 3
rosewood 0 0 0 5 0
gleason 0 0 0 5 0
north-west 0 0 0 2 3
barrick 0 0 0 5 0
alden 0 0 0 2 3
rada 0 0 0 3 2
amcor 0 0 0 5 0
marietta 0 0 0 4 1
wilshir 0 0 0 5 0
alsthom 0 0 0 4 1
varian 0 0 0 5 0
calmar 0 0 0 5 0
woolworth' 0 0 0 2 3
beeba' 0 0 0 5 0
lamborghini 0 0 0 5 0
pesch' 0 0 0 5 0
oy 0 0 0 4 1
mize 0 0 0 5 0
palomino 0 0 0 5 0
polaroid' 0 0 0 4 1
dba 0 0 0 5 0
beaver 0 0 0 5 0
freeport-mcmoran 0 0 0 1 4
gerald 0 0 0 3 2
quixot 0 0 0 5 0
ameron 0 0 0 3 2
iroquoi 0 0 0 4 1
borman' 0 0 0 3 2
noverco 0 0 0 5 0
clorox 0 0 0 5 0
m.d 0 0 0 2 3
con 0 0 0 2 3
schlang 0 0 0 5 0
norddeutsch 0 0 0 5 0
affineri 0 0 0 5 0
ti-caro 0 0 0 5 0
boreali 0 0 0 5 0
erc 0 0 0 5 0
steinhardt 0 0 0 5 0
trident 0 0 0 5 0
wrather 0 0 0 4 1
mannesmann' 0 0 0 1 4
measurex 0 0 0 4 1
mcdowel 0 0 0 5 0
mediq 0 0 0 5 0
tonka 0 0 0 0 5
electromed 0 0 0 0 5
danah 0 0 0 0 5
schmidt-chiari 0 0 0 0 5
tofutti 0 0 0 0 5
chi-chi 0 0 0 0 5
polyest 0 0 0 0 5
linear 0 0 0 0 5
j.p 0 0 0 0 5
quantech 0 0 0 0 5
sulpetro 0 0 0 0 5
swissair 0 0 0 0 5
schweizerisch 0 0 0 0 5
electro 0 0 0 0 5
kep 0 0 0 0 5
geotherm 0 0 0 0 5
frederick 0 0 0 0 5
rugbi 0 0 0 0 5
tokheim 0 0 0 0 5
clausen 0 0 0 0 5
shipyard 0 0 0 0 5
ich 0 0 0 0 5
reg 0 0 0 0 5
jude 0 0 0 0 5
lennox 0 0 0 0 5
invacar 0 0 0 0 5
telxon 0 0 0 0 5
bowl 0 0 0 0 5
ln 0 0 0 0 5
cont'l 0 0 0 0 5
jamesway 0 0 0 0 5
walbro 0 0 0 0 5
homestead 0 0 0 0 5
novel 0 0 0 0 5
odger 0 0 0 0 5
cost-cut 0 0 0 0 5
bloch 0 0 0 0 5
ir 0 0 0 0 5
wessanen 0 0 0 0 5
a.h 0 0 0 0 5
weatherford 0 0 0 0 5
ivaco 0 0 0 0 5
ccr 0 0 0 0 5
airbu 0 0 0 0 5
oshman' 0 0 0 0 5
knutson 0 0 0 0 5
coleco 0 0 0 0 5
stuttgart 0 0 0 0 5
amb 0 0 0 0 5
taikoo 0 0 0 0 5
shing 0 0 0 0 5
tmi 0 0 0 0 5
sheehi 0 0 0 0 5
furman 0 0 0 0 5
selz 0 0 0 0 5
boddington 0 0 0 0 5
mf 0 0 0 0 5
jewelmast 0 0 0 0 5
amt 0 0 0 0 5
ncr 0 0 0 0 5
foothil 0 0 0 0 5
foresman 0 0 0 0 5
goldendal 0 0 0 0 5
kloeckner 0 0 0 0 5
takefman 0 0 0 0 5
coleman 0 0 0 0 5
gsx 0 0 0 0 5
transpond 0 0 0 0 5
citroen 0 0 0 0 5
spar 0 0 0 0 5
audi' 0 0 0 0 5
seidman 0 0 0 0 5
rowntre 0 0 0 0 5
anova 0 0 0 0 5
marcel 2 1 0 1 0
flow-through 3 0 0 1 0
restart 3 0 1 0 0
we'd 1 1 0 1 1
pri 3 0 0 0 1
oil' 3 0 0 1 0
cm 1 0 0 0 3
majeur 4 0 0 0 0
rescu 2 0 1 0 1
agip 4 0 0 0 0
carbon 1 0 0 1 2
ent 2 0 0 0 2
nazional 2 0 0 1 1
imo.a 4 0 0 0 0
jurisdict 1 1 0 2 0
orbit 4 0 0 0 0
ra 3 0 0 0 1
oilpatch 3 0 0 0 1
mold 1 0 0 2 1
communist 1 3 0 0 0
kuwait' 3 0 1 0 0
reshap 1 0 0 2 1
temptat 2 0 0 2 0
ucl 4 0 0 0 0
dupont 3 0 0 0 1
hussein 3 0 1 0 0
qassem 4 0 0 0 0
getti 1 0 0 0 3
rehear 1 0 0 2 1
hemispher 4 0 0 0 0
high-cost 4 0 0 0 0
liquifi 4 0 0 0 0
mcmillan 4 0 0 0 0
ridicul 1 2 1 0 0
pete 2 0 0 1 1
soundli 1 0 0 2 1
anatolian 4 0 0 0 0
patch 3 0 0 0 1
embargo 3 1 0 0 0
tide 2 1 1 0 0
wmb 1 0 0 1 2
shipown 4 0 0 0 0
loophol 3 1 0 0 0
resold 4 0 0 0 0
stricter 2 0 2 0 0
arctic 3 0 0 1 0
blend 4 0 0 0 0
everyth 1 0 3 0 0
spill 4 0 0 0 0
palac 2 0 0 1 1
telex 4 0 0 0 0
utilis 2 0 0 1 1
hydrocarbon 4 0 0 0 0
wellhead 4 0 0 0 0
liquefi 3 0 0 0 1
vow 4 0 0 0 0
month-long 3 0 0 1 0
hail 3 1 0 0 0
nowruz 4 0 0 0 0
overproduct 3 1 0 0 0
inabl 1 0 0 1 2
bonni 4 0 0 0 0
deploy 4 0 0 0 0
flatten 2 0 2 0 0
mediat 3 0 0 1 0
agrio 4 0 0 0 0
jaim 3 0 1 0 0
turkey' 2 0 2 0 0
confront 3 1 0 0 0
friend 1 0 0 1 2
uniqu 1 1 0 0 2
short-cov 2 0 2 0 0
reclaim 2 0 0 2 0
mild 1 2 1 0 0
remot 2 1 0 1 0
opt 1 0 2 1 0
cyclic 1 1 0 0 2
endang 1 1 2 0 0
bonanza 2 0 0 0 2
listen 1 3 0 0 0
tremor 4 0 0 0 0
maciej 4 0 0 0 0
brake 1 0 3 0 0
draugen 4 0 0 0 0
haltenbanken 4 0 0 0 0
den 3 0 0 0 1
vast 1 1 2 0 0
eleventh 3 0 0 1 0
ste 1 0 0 0 3
mlotok 4 0 0 0 0
deem 1 1 0 1 1
lesson 3 0 1 0 0
colleagu 1 0 3 0 0
contempl 1 0 0 3 0
tendenc 1 1 2 0 0
hint 1 1 2 0 0
dialogu 4 0 0 0 0
mood 1 0 3 0 0
stockpil 2 2 0 0 0
underestim 1 2 1 0 0
benbow 4 0 0 0 0
architect 2 0 1 0 1
bubbl 2 0 2 0 0
post-world 1 0 3 0 0
gaspar 4 0 0 0 0
dedic 1 0 0 3 0
mlp 1 0 0 0 3
verg 2 0 1 0 1
tgt 2 0 0 2 0
iagifu 4 0 0 0 0
dispatch 1 3 0 0 0
stern 1 0 0 2 1
dock 1 0 0 0 3
striker 4 0 0 0 0
pertain 1 2 0 1 0
exert 1 3 0 0 0
prestig 1 0 1 2 0
ngl 4 0 0 0 0
laid 2 0 0 0 2
tro 1 0 0 3 0
hydraul 1 0 0 0 3
tenneco' 2 0 0 2 0
kilomet 3 0 0 1 0
thursday' 1 0 3 0 0
burst 1 0 2 0 1
five-day 1 1 2 0 0
empresa 1 2 0 1 0
temper 2 1 1 0 0
pickup 3 0 0 0 1
leaseback 1 0 0 3 0
clinton 1 1 0 2 0
cnooc 4 0 0 0 0
yugoslavia' 4 0 0 0 0
tanjug 4 0 0 0 0
hfag.f 1 0 0 0 3
bae 1 1 0 0 2
downstream 2 0 0 1 1
subsist 3 1 0 0 0
stagger 1 0 0 2 1
ian 1 0 3 0 0
depot 1 0 0 0 3
overcom 2 0 0 1 1
government 1 0 1 2 0
anger 1 1 1 1 0
randol 4 0 0 0 0
leiner 4 0 0 0 0
cautious 1 0 1 0 2
phenomenon 1 2 1 0 0
singer 2 0 0 2 0
usx' 4 0 0 0 0
cypriot 4 0 0 0 0
pivot 4 0 0 0 0
saf 3 0 0 0 1
ernest 1 0 0 3 0
prudho 3 0 0 1 0
stockdraw 4 0 0 0 0
crack 3 1 0 0 0
ball 1 0 0 3 0
beat 1 0 0 2 1
nonetheless 1 1 2 0 0
mckinley 4 0 0 0 0
whitehead 2 0 0 2 0
seafar 2 2 0 0 0
timber 1 0 0 1 2
editori 1 2 0 1 0
oilman 1 0 0 3 0
tour 1 1 2 0 0
gari 1 0 0 3 0
madagascar 3 1 0 0 0
flaw 3 1 0 0 0
anxiou 1 0 2 0 1
denial 1 1 1 1 0
devon 3 0 0 0 1
lui 1 3 0 0 0
elk 2 0 0 1 1
feedstock 1 0 0 2 1
ok 2 0 0 2 0
admir 1 0 0 1 2
recover 2 2 0 0 0
ural 4 0 0 0 0
ergenc 4 0 0 0 0
hair 4 0 0 0 0
interior' 4 0 0 0 0
constrain 1 1 0 0 2
rock 1 1 0 2 0
ministry' 1 1 0 2 0
upheld 2 2 0 0 0
taper 1 0 1 0 2
caf 2 2 0 0 0
corporation' 1 0 1 2 0
powerin 4 0 0 0 0
matrix 1 0 0 1 2
alert 3 0 0 1 0
alfalfa 0 4 0 0 0
legum 0 4 0 0 0
interrupt 0 2 0 1 1
penal 0 2 0 0 2
scatter 0 3 0 1 0
hot 0 2 0 2 0
pod 0 4 0 0 0
bernard 0 2 0 0 2
vieux 0 4 0 0 0
carload 0 4 0 0 0
capita 0 2 1 0 1
graan 0 4 0 0 0
mij 0 4 0 0 0
gem 0 4 0 0 0
yemen 0 4 0 0 0
anhui 0 4 0 0 0
destrehan 0 4 0 0 0
fci 0 2 0 0 2
cam 0 3 0 0 1
in-kind 0 4 0 0 0
gafta 0 4 0 0 0
agribusi 0 2 0 0 2
midamerica 0 4 0 0 0
earliest 0 1 0 2 1
t-bond 0 1 3 0 0
midam 0 4 0 0 0
one-year 0 2 0 1 1
simultan 0 1 1 1 1
driven 0 2 2 0 0
rudi 0 4 0 0 0
flatli 0 1 3 0 0
reconstitut 0 2 0 2 0
entr 0 4 0 0 0
prolong 0 2 1 1 0
andriessen 0 4 0 0 0
ne 0 1 0 0 3
nc 0 1 0 1 2
treati 0 2 0 2 0
gluten 0 4 0 0 0
ostens 0 3 0 1 0
occurr 0 2 0 0 2
strip 0 1 0 1 2
fieldwork 0 4 0 0 0
fat 0 1 0 3 0
awf 0 4 0 0 0
stangeland 0 4 0 0 0
committee' 0 2 0 2 0
resumpt 0 1 2 0 1
milton 0 2 0 0 2
impend 0 3 0 1 0
province' 0 3 0 0 1
catalog 0 1 0 1 2
multilater 0 2 2 0 0
leahi 0 4 0 0 0
scrambl 0 1 2 0 1
chicago-bas 0 1 0 2 1
farmer-own 0 4 0 0 0
markedli 0 4 0 0 0
non-u 0 2 0 2 0
layday 0 4 0 0 0
lugar 0 4 0 0 0
tennesse 0 1 0 2 1
ron 0 3 0 1 0
burgess 0 4 0 0 0
somewher 0 2 2 0 0
spokesperson 0 1 0 2 1
hf 0 1 0 0 3
processor 0 1 0 1 2
syria 0 4 0 0 0
outstrip 0 1 2 0 1
disastr 0 2 0 1 1
ukrain 0 4 0 0 0
inappropri 0 1 1 1 1
rough 0 3 0 0 1
forfeit 0 2 0 2 0
lieu 0 1 0 1 2
kerin 0 4 0 0 0
large-scal 0 2 2 0 0
zhejiang 0 3 1 0 0
mandatori 0 1 0 1 2
fixtur 0 2 0 2 0
gibraltar 0 1 0 3 0
promin 0 3 1 0 0
fritz 0 2 0 0 2
last-minut 0 1 0 3 0
relev 0 1 1 2 0
lamb 0 2 0 2 0
instruct 0 2 0 2 0
mid-year 0 1 0 1 2
anybodi 0 1 1 2 0
bud 0 1 1 2 0
motiv 0 1 1 2 0
nmc 0 2 0 0 2
centigrad 0 4 0 0 0
hoffman 0 3 0 1 0
humid 0 3 0 1 0
uniform 0 1 1 2 0
stringent 0 1 2 0 1
practis 0 1 2 0 1
hss 0 4 0 0 0
ph 0 2 0 2 0
expedit 0 1 0 3 0
stagnat 0 1 1 0 2
timet 0 1 0 3 0
kampuchea 0 4 0 0 0
infest 0 4 0 0 0
paic 0 4 0 0 0
agpm 0 4 0 0 0
harmoni 0 4 0 0 0
honor 0 2 0 2 0
tumbl 0 1 2 0 1
kcbt 0 4 0 0 0
disadvantag 0 1 2 0 1
anyon 0 2 0 2 0
costa 0 1 1 2 0
fa 0 3 0 1 0
cairo 0 2 0 1 1
complianc 0 1 0 2 1
bolt 0 1 0 3 0
pakistani 0 4 0 0 0
interag 0 3 0 1 0
symposium 0 0 4 0 0
duesseldorf 0 0 4 0 0
martha 0 0 2 2 0
leo 0 0 3 0 1
era 0 0 4 0 0
tamura 0 0 2 2 0
forg 0 0 2 1 1
suddenli 0 0 4 0 0
day-to 0 0 3 0 1
sidelin 0 0 4 0 0
short-dat 0 0 4 0 0
nikkeiren 0 0 4 0 0
shrank 0 0 3 0 1
shadow 0 0 4 0 0
kidokoro 0 0 4 0 0
tanaka 0 0 4 0 0
dai-ichi 0 0 4 0 0
forex 0 0 4 0 0
riyad 0 0 2 0 2
bancair 0 0 1 0 3
wroblewski 0 0 4 0 0
chancellor' 0 0 4 0 0
reneg 0 0 4 0 0
misunderstand 0 0 4 0 0
saito 0 0 4 0 0
endaka 0 0 4 0 0
slid 0 0 3 0 1
currency' 0 0 4 0 0
island' 0 0 3 1 0
professor 0 0 1 3 0
dept' 0 0 4 0 0
no-on 0 0 4 0 0
ncb 0 0 2 0 2
samba 0 0 2 0 2
end-septemb 0 0 1 3 0
soften 0 0 3 0 1
encompass 0 0 4 0 0
ann 0 0 3 0 1
prop 0 0 4 0 0
pro-forma 0 0 1 0 3
tune 0 0 2 1 1
leap 0 0 3 0 1
skeoch 0 0 4 0 0
capel' 0 0 2 2 0
window 0 0 3 1 0
monsod 0 0 4 0 0
chi-cheng 0 0 4 0 0
japan-u 0 0 4 0 0
axi 0 0 4 0 0
hora 0 0 4 0 0
loom 0 0 1 3 0
berger 0 0 4 0 0
presum 0 0 1 3 0
legalis 0 0 4 0 0
lighten 0 0 4 0 0
six-nat 0 0 4 0 0
amd 0 0 2 2 0
passag 0 0 3 0 1
successor 0 0 1 1 2
arisen 0 0 1 2 1
nashashibi 0 0 4 0 0
york' 0 0 4 0 0
women' 0 0 1 3 0
upsid 0 0 4 0 0
wide-rang 0 0 3 1 0
shed 0 0 3 1 0
misunderstood 0 0 4 0 0
focuss 0 0 2 2 0
end-decemb 0 0 2 0 2
uncondit 0 0 2 1 1
newest 0 0 1 2 1
autonom 0 0 3 1 0
variat 0 0 2 2 0
mid-januari 0 0 2 1 1
coin 0 0 2 2 0
helmut 0 0 2 0 2
unpreced 0 0 2 1 1
vagu 0 0 2 1 1
forgiv 0 0 1 1 2
re-ent 0 0 4 0 0
seiz 0 0 1 3 0
refinanc 0 0 1 1 2
strongest 0 0 1 1 2
modernis 0 0 1 2 1
overturn 0 0 1 3 0
cede 0 0 1 3 0
incorrect 0 0 1 2 1
retent 0 0 1 1 2
delic 0 0 2 0 2
ig 0 0 4 0 0
nakasone' 0 0 4 0 0
tam 0 0 4 0 0
pain 0 0 1 1 2
byer 0 0 4 0 0
algemen 0 0 1 2 1
trail 0 0 1 0 3
cbot 0 0 3 0 1
nomura 0 0 1 1 2
mania 0 0 0 4 0
levin 0 0 0 4 0
mathew 0 0 0 4 0
studio 0 0 0 4 0
deal' 0 0 0 4 0
tinto 0 0 0 4 0
tinto-zinc 0 0 0 4 0
commut 0 0 0 2 2
narr 0 0 0 4 0
whampoa 0 0 0 2 2
coca-cola 0 0 0 4 0
kjell 0 0 0 4 0
rjr 0 0 0 4 0
amphenol 0 0 0 4 0
lpl 0 0 0 4 0
lk 0 0 0 3 1
asher 0 0 0 4 0
spun 0 0 0 3 1
viratek 0 0 0 4 0
portugu 0 0 0 4 0
sister 0 0 0 4 0
mnst 0 0 0 3 1
wesson 0 0 0 4 0
paolo 0 0 0 4 0
duff 0 0 0 2 2
borg 0 0 0 4 0
junk 0 0 0 4 0
gaf' 0 0 0 4 0
mtc 0 0 0 4 0
ausimont 0 0 0 2 2
compo 0 0 0 2 2
re 0 0 0 2 2
bristol 0 0 0 3 1
improp 0 0 0 3 1
reput 0 0 0 3 1
nich 0 0 0 3 1
imatron' 0 0 0 4 0
erik 0 0 0 4 0
en 0 0 0 1 3
kaplan 0 0 0 4 0
bancorp' 0 0 0 4 0
street' 0 0 0 4 0
symb 0 0 0 4 0
steamship 0 0 0 2 2
markheath 0 0 0 4 0
adsteam' 0 0 0 1 3
gundi 0 0 0 2 2
bake 0 0 0 2 2
secaucu 0 0 0 3 1
regi 0 0 0 2 2
nat'l 0 0 0 4 0
plaintiff 0 0 0 4 0
brooksvil 0 0 0 2 2
carrolton 0 0 0 4 0
shelard 0 0 0 4 0
spermicid 0 0 0 4 0
amsterdam 0 0 0 2 2
si 0 0 0 3 1
deter 0 0 0 4 0
chemlawn' 0 0 0 4 0
pantri 0 0 0 4 0
absb 0 0 0 3 1
glj 0 0 0 3 1
accessori 0 0 0 2 2
gld 0 0 0 4 0
bld 0 0 0 2 2
eckenfeld 0 0 0 4 0
entrant 0 0 0 3 1
teamster 0 0 0 3 1
judge' 0 0 0 4 0
depos 0 0 0 4 0
theatr 0 0 0 2 2
trecker 0 0 0 4 0
grind 0 0 0 3 1
mh 0 0 0 4 0
pop 0 0 0 3 1
cvn 0 0 0 4 0
dublin 0 0 0 4 0
baii 0 0 0 4 0
penteco 0 0 0 4 0
aquir 0 0 0 4 0
dei 0 0 0 3 1
breast 0 0 0 4 0
smc' 0 0 0 4 0
andr 0 0 0 4 0
chimi 0 0 0 3 1
csbk 0 0 0 3 1
forth 0 0 0 2 2
sanivan 0 0 0 4 0
ionic 0 0 0 3 1
concord 0 0 0 2 2
santand 0 0 0 4 0
fri 0 0 0 3 1
allied' 0 0 0 4 0
webb 0 0 0 2 2
therapi 0 0 0 4 0
flt 0 0 0 4 0
salem 0 0 0 3 1
bankrupt 0 0 0 4 0
brougher 0 0 0 3 1
rrco 0 0 0 2 2
ranch 0 0 0 2 2
leach 0 0 0 1 3
le 0 0 0 3 1
rpch 0 0 0 4 0
rexnord' 0 0 0 4 0
guy 0 0 0 4 0
corroon 0 0 0 3 1
skandia 0 0 0 4 0
nevi 0 0 0 4 0
comsat 0 0 0 4 0
minier 0 0 0 4 0
pancontinent 0 0 0 4 0
american' 0 0 0 4 0
abi 0 0 0 2 2
sara 0 0 0 4 0
pson.l 0 0 0 1 3
oustand 0 0 0 3 1
marcu 0 0 0 1 3
providentia 0 0 0 4 0
lucht 0 0 0 4 0
wx 0 0 0 3 1
macdonald 0 0 0 2 2
toronto-bas 0 0 0 2 2
fashion 0 0 0 3 1
jersey-bas 0 0 0 4 0
pacer 0 0 0 2 2
leroy 0 0 0 4 0
func 0 0 0 4 0
batm 0 0 0 4 0
compressor 0 0 0 3 1
glantz 0 0 0 4 0
ansbach 0 0 0 4 0
noax 0 0 0 3 1
intermark 0 0 0 4 0
gkn 0 0 0 1 3
leed 0 0 0 4 0
kohlberg 0 0 0 3 1
kravi 0 0 0 3 1
delist 0 0 0 3 1
recycl 0 0 0 3 1
baht 0 0 0 4 0
sportswear 0 0 0 3 1
quist 0 0 0 4 0
acmex 0 0 0 4 0
wg 0 0 0 1 3
nbb 0 0 0 3 1
robeson 0 0 0 4 0
monkey 0 0 0 3 1
lube 0 0 0 4 0
privately-own 0 0 0 4 0
t.n 0 0 0 4 0
nw 0 0 0 2 2
automat 0 0 0 4 0
interwest 0 0 0 4 0
derrick 0 0 0 1 3
goldom 0 0 0 3 1
primagaz 0 0 0 4 0
clearwat 0 0 0 4 0
arena 0 0 0 4 0
tate 0 0 0 3 1
wavehil 0 0 0 4 0
marc 0 0 0 3 1
pierr 0 0 0 4 0
sarasota 0 0 0 4 0
elizabeth 0 0 0 4 0
soi 0 0 0 3 1
crg 0 0 0 3 1
amselco 0 0 0 4 0
ink 0 0 0 4 0
high-technolog 0 0 0 4 0
koba 0 0 0 4 0
o'connor 0 0 0 4 0
oilwel 0 0 0 4 0
ferruzzi' 0 0 0 4 0
ted 0 0 0 3 1
halbert 0 0 0 4 0
wyatt 0 0 0 4 0
transamerican 0 0 0 3 1
hart-scott 0 0 0 4 0
rodino 0 0 0 4 0
autospa 0 0 0 4 0
cardi 0 0 0 4 0
certron 0 0 0 4 0
louart 0 0 0 4 0
ucu 0 0 0 2 2
expediti 0 0 0 3 1
nyse 0 0 0 3 1
edwin 0 0 0 2 2
jacobson 0 0 0 1 3
danvil 0 0 0 4 0
itm 0 0 0 2 2
drummond 0 0 0 1 3
louge 0 0 0 4 0
reciproc 0 0 0 4 0
uncollect 0 0 0 1 3
bakeri 0 0 0 2 2
hkbh.hk 0 0 0 1 3
maxxam 0 0 0 3 1
chanceri 0 0 0 4 0
hayes-albion 0 0 0 4 0
dart' 0 0 0 4 0
pwj 0 0 0 4 0
dusseldorf 0 0 0 3 1
anti-takeov 0 0 0 4 0
cbsi 0 0 0 4 0
bancgroup 0 0 0 3 1
b.f 0 0 0 2 2
goodrich 0 0 0 4 0
sear 0 0 0 4 0
c-i 0 0 0 4 0
exce 0 0 0 3 1
empir 0 0 0 2 2
predat 0 0 0 4 0
biltmor 0 0 0 4 0
singapore' 0 0 0 3 1
malrit 0 0 0 4 0
jonathan 0 0 0 3 1
renault' 0 0 0 4 0
nt 0 0 0 2 2
hachett 0 0 0 4 0
holt 0 0 0 2 2
foxcroft 0 0 0 4 0
pitt-d 0 0 0 2 2
guadalco 0 0 0 4 0
tabak 0 0 0 4 0
mees 0 0 0 4 0
r.r 0 0 0 4 0
donnelli 0 0 0 4 0
okla 0 0 0 4 0
ocf 0 0 0 4 0
fm 0 0 0 4 0
yanke 0 0 0 4 0
eskey 0 0 0 4 0
btlr 0 0 0 4 0
akzo.a 0 0 0 2 2
ethyl 0 0 0 4 0
ctc' 0 0 0 4 0
hadson 0 0 0 3 1
bork 0 0 0 4 0
umar.l 0 0 0 2 2
silicon 0 0 0 2 2
lloy.l 0 0 0 1 3
bancorpor 0 0 0 2 2
imr 0 0 0 4 0
livingwel 0 0 0 3 1
powercis 0 0 0 4 0
gotten 0 0 0 3 1
tractebel 0 0 0 3 1
bruxel 0 0 0 1 3
ariadne' 0 0 0 4 0
pilgrim 0 0 0 4 0
wheel 0 0 0 2 2
messeng 0 0 0 4 0
alco 0 0 0 4 0
antonson 0 0 0 4 0
supermac 0 0 0 4 0
harrowsmith 0 0 0 4 0
amtr 0 0 0 2 2
break-up 0 0 0 4 0
murdoch 0 0 0 2 2
wardley 0 0 0 1 3
hardwar 0 0 0 4 0
kit 0 0 0 1 3
vebg.f 0 0 0 3 1
balzac 0 0 0 4 0
bil' 0 0 0 4 0
rainbow' 0 0 0 4 0
charter-crellin 0 0 0 3 1
conseco 0 0 0 4 0
enfield 0 0 0 4 0
metzenbaum 0 0 0 4 0
tmoc' 0 0 0 4 0
kapok 0 0 0 2 2
tag 0 0 0 3 1
jwc 0 0 0 1 3
khj-tv 0 0 0 4 0
marvin 0 0 0 3 1
temco 0 0 0 3 1
greenwood 0 0 0 4 0
intercon 0 0 0 4 0
vendex 0 0 0 4 0
mcdonnel 0 0 0 4 0
murtha 0 0 0 4 0
fairchild' 0 0 0 4 0
fidelcor 0 0 0 4 0
owen 0 0 0 3 1
